Year,Town,"TANF cases, Rate (per 1000)","TANF cases, Number","Total estimated households, Number","Food stamps cases, Rate (per 1000)","Food stamps cases, Number","Total estimated households, Number"
2007,Goshen,0,0,1154,14.73,17,1154
2007,Granby,0.74,3,4070,10.07,41,4070
2007,Greenwich,1.69,39,23122,11.72,271,23122
2007,Griswold,11.53,52,4510,65.85,297,4510
2007,Groton,10.57,166,15708,48.32,759,15708
2007,Guilford,2.11,18,8546,12.75,109,8546
2007,Haddam,2.29,7,3063,11.75,36,3063
2007,Hamden,10.33,241,23331,44.32,1034,23331
2007,Hampton,2.76,2,725,35.86,26,725
2007,Hartford,70.32,3170,45083,392.15,17679,45083
2007,Hartland,1.31,1,764,9.16,7,764
2007,Harwinton,1.9,4,2106,11.87,25,2106
2007,Hebron,1.53,5,3277,9.46,31,3277
2007,Kent,0.82,1,1215,18.93,23,1215
2007,Killingly,14.93,99,6632,97.86,649,6632
2007,Killingworth,2.09,5,2391,8.78,21,2391
2007,Lebanon,4.26,11,2585,51.85,134,2585
2007,Ledyard,3.98,22,5530,20.98,116,5530
2007,Lisbon,6.8,11,1619,27.18,44,1619
2007,Litchfield,2.34,8,3414,14.94,51,3414
2007,Lyme,1.02,1,979,4.08,4,979
2007,Madison,0.44,3,6834,9.22,63,6834
2007,Manchester,13.65,331,24241,70.71,1714,24241
2007,Mansfield,3.27,18,5498,25.28,139,5498
2007,Marlborough,1.36,3,2206,13.6,30,2206
2007,Meriden,27.29,646,23669,127,3006,23669
2007,Middlebury,1.89,5,2643,13.62,36,2643
2007,Middlefield,2.92,5,1713,15.18,26,1713
2007,Middletown,12.84,250,19470,75.76,1475,19470
2007,Milford,4.29,92,21466,28.28,607,21466
2007,Monroe,1.2,8,6659,6.16,41,6659
2007,Montville,7.22,49,6787,38.9,264,6787
2007,Morris,3.18,3,944,16.95,16,944
2007,Naugatuck,10.26,125,12186,66.06,805,12186
2007,New Britain,41.62,1177,28278,211.44,5979,28278
2007,New Canaan,0.29,2,6954,4.89,34,6954
2007,New Fairfield,2.1,10,4753,10.52,50,4753
2007,New Hartford,1.59,4,2511,11.55,29,2511
2007,New Haven,50.99,2465,48342,264.18,12771,48342
2007,New London,35.67,368,10315,176.44,1820,10315
2007,New Milford,3.35,35,10438,24.81,259,10438
2007,Newington,3.15,39,12389,23.41,290,12389
2007,Newtown,1.43,13,9119,9.1,83,9119
2007,Norfolk,7.07,5,707,15.56,11,707
2007,North Branford,3.37,18,5348,16.08,86,5348
2007,North Canaan,6.51,9,1383,32.54,45,1383
2007,North Haven,4.79,43,8974,21.73,195,8974
2007,North Stonington,3.02,6,1986,15.1,30,1986
2007,Norwalk,8.53,282,33065,41.34,1367,33065
2007,Norwich,23.1,373,16147,131.98,2131,16147
2007,Old Lyme,1.29,4,3108,9.01,28,3108
2007,Old Saybrook,2.6,11,4228,15.85,67,4228
2007,Orange,1.6,8,5008,7.79,39,5008
2007,Oxford,1.68,7,4156,11.55,48,4156
2007,Plainfield,14,79,5641,80.12,452,5641
2007,Plainville,6.91,52,7522,42.94,323,7522
2007,Plymouth,7.66,36,4698,41.08,193,4698
2007,Pomfret,3.9,6,1537,28.62,44,1537
2007,Portland,5.69,21,3692,36.3,134,3692
2007,Preston,3.23,6,1859,30.12,56,1859
2007,Prospect,2.76,9,3256,15.05,49,3256
2007,Putnam,19.38,75,3870,102.33,396,3870
2007,Redding,0.91,3,3304,4.24,14,3304
2007,Ridgefield,0.46,4,8691,5.64,49,8691
2007,Rocky Hill,1.61,13,8082,16.09,130,8082
2007,Roxbury,0,0,910,,,910
2007,Salem,4.07,6,1475,16.27,24,1475
2007,Salisbury,0.59,1,1706,8.79,15,1706
2007,Scotland,1.63,1,612,16.35,10,612
2007,Seymour,4.92,32,6504,35.98,234,6504
2007,Sharon,0.8,1,1249,46.44,58,1249
2007,Shelton,3.6,54,14985,20.75,311,14985
2007,Sherman,0,0,1402,4.28,6,1402
2007,Simsbury,1.38,12,8701,8.96,78,8701
2007,Somers,2.81,9,3207,15.9,51,3207
2007,South Windsor,2.08,20,9614,13.83,133,9614
2007,Southbury,1.64,13,7917,6.95,55,7917
2007,Southington,3.8,62,16295,25.78,420,16295
2007,Sprague,12.41,14,1128,60.29,68,1128
2007,Stafford,8.62,40,4643,33.6,156,4643
2007,Stamford,6.54,306,46770,47,2198,46770
2007,Sterling,9.21,12,1303,51.42,67,1303
2007,Stonington,6.02,48,7980,34.84,278,7980
2007,Stratford,8.98,180,20036,38.48,771,20036
2007,Suffield,1.8,9,5007,12.98,65,5007
2007,Thomaston,3.61,11,3050,29.5,90,3050
2007,Thompson,7.39,27,3656,47.6,174,3656
2007,Tolland,1.96,10,5094,8.83,45,5094
2007,Torrington,10.53,159,15093,79.44,1199,15093
2007,Trumbull,1.92,24,12481,13.22,165,12481
2007,Union,0,0,319,15.66,5,319
2007,Vernon,12.54,160,12764,62.6,799,12764
2007,Voluntown,4.05,4,987,39.51,39,987
2007,Wallingford,3.29,58,17632,23.82,420,17632
2007,Warren,3.51,2,570,5.27,3,570
2007,Washington,3.37,5,1483,8.76,13,1483
2007,Waterbury,44.22,1889,42719,220.13,9404,42719
2007,Waterford,4.07,32,7866,22.76,179,7866
2007,Watertown,5.19,44,8484,28.17,239,8484
2007,West Hartford,4.59,115,25053,41.39,1037,25053
2007,West Haven,18.76,396,21105,93.63,1976,21105
2007,Westbrook,2.81,8,2845,25.66,73,2845
2007,Weston,0.3,1,3359,0.89,3,3359
2007,Westport,0.52,5,9577,5.74,55,9577
2007,Wethersfield,3.66,41,11207,33.55,376,11207
2007,Willington,5,12,2402,19.57,47,2402
2007,Wilton,0,0,6097,2.46,15,6097
2007,Winchester,9.4,44,4682,65.57,307,4682
2007,Windham,36.51,319,8737,228.12,1993,8737
2007,Windsor,8.52,94,11036,41.59,459,11036
2007,Windsor Locks,4.87,25,5137,30.18,155,5137
2007,Wolcott,4.8,28,5829,23.33,136,5829
2007,Woodbridge,1.22,4,3266,9.19,30,3266
2007,Woodbury,1.23,5,4064,7.14,29,4064
2007,Woodstock,2.64,8,3032,15.5,47,3032
2008,Andover,0.82,1,1225,12.24,15,1225
2008,Ansonia,20.77,156,7509,104.94,788,7509
2008,Ashford,5.92,10,1688,31.39,53,1688
2008,Avon,0.73,5,6846,6.57,45,6846
2008,Barkhamsted,2.8,4,1428,10.5,15,1428
2008,Beacon Falls,3.05,7,2294,24.41,56,2294
2008,Berlin,1.58,12,7605,18.54,141,7605
2008,Bethany,1.04,2,1928,7.78,15,1928
2008,Bethel,2.48,17,6851,23.79,163,6851
2008,Bethlehem,0.73,1,1378,17.42,24,1378
2008,Bloomfield,10.68,90,8424,59,497,8424
2008,Bolton,3.14,6,1913,11.5,22,1913
2008,Bozrah,3.05,3,982,51.92,51,982
2008,Branford,3.54,45,12700,31.65,402,12700
2008,Bridgeport,34.49,1761,51065,207.73,10608,51065
2008,Bridgewater,0,0,729,4.12,3,729
2008,Bristol,14.9,376,25233,76.17,1922,25233
2008,Brookfield,1,6,6018,9.47,57,6018
2008,Brooklyn,9.32,27,2897,74.55,216,2897
2008,Burlington,0.62,2,3201,10.31,33,3201
2008,Canaan,0,0,555,21.61,12,555
2008,Canterbury,6.88,13,1891,39.14,74,1891
2008,Canton,1.49,6,4023,13.42,54,4023
2008,Chaplin,7.71,7,908,56.19,51,908
2008,Cheshire,1.62,16,9903,12.12,120,9903
2008,Chester,2.99,5,1673,14.94,25,1673
2008,Clinton,3.23,17,5269,29.04,153,5269
2008,Colchester,3.46,20,5777,30.81,178,5777
2008,Colebrook,0,0,584,6.84,4,584
2008,Columbia,1.43,3,2096,17.65,37,2096
2008,Connecticut,13.51,18335,1357204,80.9,109794,1357204
2008,Cornwall,0,0,625,12.79,8,625
2008,Coventry,3.42,16,4679,27.79,130,4679
2008,Cromwell,3.19,18,5644,20.38,115,5644
2008,Danbury,6.76,193,28562,55.77,1593,28562
2008,Darien,0.15,1,6677,3.29,22,6677
2008,Deep River,0.52,1,1917,19.82,38,1917
2008,Derby,13.8,74,5361,70.33,377,5361
2008,Durham,0,0,2543,7.08,18,2543
2008,East Granby,1.98,4,2019,10.9,22,2019
2008,East Haddam,2.56,9,3509,14.53,51,3509
2008,East Hampton,2.87,14,4873,19.7,96,4873
2008,East Hartford,27.13,548,20197,142.64,2881,20197
2008,East Haven,10.22,119,11649,59.32,691,11649
2008,East Lyme,2.85,20,7015,19.53,137,7015
2008,East Windsor,6.07,28,4616,44.85,207,4616
2008,Eastford,1.48,1,676,25.16,17,676
2008,Easton,0.39,1,2555,3.13,8,2555
2008,Ellington,2.65,16,6045,17.54,106,6045
2008,Enfield,9.03,151,16719,45.22,756,16719
2008,Essex,0.69,2,2895,8.29,24,2895
2008,Fairfield,1.47,30,20445,13.06,267,20445
2008,Farmington,1.94,20,10317,20.45,211,10317
2008,Franklin,1.39,1,721,22.2,16,721
2008,Glastonbury,1.47,19,12959,16.9,219,12959
2008,Goshen,0,0,1167,12.86,15,1167
2008,Granby,3.41,14,4111,9,37,4111
2008,Greenwich,1.26,29,23107,11.64,269,23107
2008,Griswold,10.32,47,4556,67.17,306,4556
2008,Groton,10.29,162,15742,52.41,825,15742
2008,Guilford,2.32,20,8602,13.02,112,8602
2008,Haddam,1.28,4,3115,11.88,37,3115
2008,Hamden,9.29,218,23463,46.41,1089,23463
2008,Hampton,2.73,2,732,54.61,40,732
2008,Hartford,68.17,3074,45096,408.88,18439,45096
2008,Hartland,3.88,3,773,10.35,8,773
2008,Harwinton,1.41,3,2128,13.63,29,2128
2008,Hebron,0.9,3,3317,11.76,39,3317
2008,Kent,0,0,1225,20.4,25,1225
2008,Killingly,13.19,88,6671,106.13,708,6671
2008,Killingworth,1.65,4,2418,7.03,17,2418
2008,Lebanon,4.61,12,2604,51.84,135,2604
2008,Ledyard,4.13,23,5564,21.93,122,5564
2008,Lisbon,6.13,10,1632,32.47,53,1632
2008,Litchfield,2.33,8,3429,19.54,67,3429
2008,Lyme,1,1,997,3.01,3,997
2008,Madison,0.29,2,6880,8.72,60,6880
2008,Manchester,13.94,340,24391,76.96,1877,24391
2008,Mansfield,3.44,19,5527,26.78,148,5527
2008,Marlborough,2.69,6,2235,13.87,31,2235
2008,Meriden,27.51,654,23772,127.17,3023,23772
2008,Middlebury,2.61,7,2678,14.94,40,2678
2008,Middlefield,2.32,4,1723,15.67,27,1723
2008,Middletown,12.3,241,19601,76.27,1495,19601
2008,Milford,3.62,78,21546,28.78,620,21546
2008,Monroe,1.05,7,6684,8.23,55,6684
2008,Montville,6.73,46,6839,41.97,287,6839
2008,Morris,2.11,2,949,17.92,17,949
2008,Naugatuck,9.23,113,12237,73.38,898,12237
2008,New Britain,39.31,1110,28238,220.8,6235,28238
2008,New Canaan,0.29,2,6972,5.02,35,6972
2008,New Fairfield,2.1,10,4769,11.74,56,4769
2008,New Hartford,1.18,3,2551,12.15,31,2551
2008,New Haven,48.21,2339,48520,270.44,13122,48520
2008,New London,33.87,350,10335,186.56,1928,10335
2008,New Milford,3.05,32,10498,27.43,288,10498
2008,Newington,2.81,35,12443,23.95,298,12443
2008,Newtown,1.52,14,9232,9.64,89,9232
2008,Norfolk,7.03,5,711,16.87,12,711
2008,North Branford,3.35,18,5379,17.66,95,5379
2008,North Canaan,5.76,8,1389,42.49,59,1389
2008,North Haven,4.21,38,9027,24.59,222,9027
2008,North Stonington,3.98,8,2008,21.41,43,2008
2008,Norwalk,7.94,263,33116,42.61,1411,33116
2008,Norwich,23.81,388,16297,145.54,2372,16297
2008,Old Lyme,1.28,4,3129,10.55,33,3129
2008,Old Saybrook,2.36,10,4234,15.59,66,4234
2008,Orange,1.19,6,5046,9.12,46,5046
2008,Oxford,2.34,10,4272,12.88,55,4272
2008,Plainfield,13.05,74,5670,90.84,515,5670
2008,Plainville,6.37,48,7541,45.35,342,7541
2008,Plymouth,8.03,38,4733,41.62,197,4733
2008,Pomfret,2.58,4,1552,30.28,47,1552
2008,Portland,4.82,18,3735,35.34,132,3735
2008,Preston,3.76,7,1863,29.53,55,1863
2008,Prospect,3.04,10,3290,16.11,53,3290
2008,Putnam,18.48,72,3897,117.28,457,3897
2008,Redding,0.89,3,3360,3.57,12,3360
2008,Ridgefield,0.34,3,8727,5.61,49,8727
2008,Rocky Hill,1.84,15,8157,18.02,147,8157
2008,Roxbury,0,0,918,2.18,2,918
2008,Salem,4.02,6,1492,16.76,25,1492
2008,Salisbury,1.18,2,1702,8.23,14,1702
2008,Scotland,3.22,2,620,30.64,19,620
2008,Seymour,5.03,33,6554,39.36,258,6554
2008,Sharon,0,0,1249,46.43,58,1249
2008,Shelton,3.44,52,15098,21.99,332,15098
2008,Sherman,0,0,1397,4.29,6,1397
2008,Simsbury,1.83,16,8726,9.51,83,8726
2008,Somers,3.7,12,3247,19.4,63,3247
2008,South Windsor,2.06,20,9715,17.09,166,9715
2008,Southbury,1.5,12,8015,7.98,64,8015
2008,Southington,4.13,68,16468,25.81,425,16468
2008,Sprague,13.27,15,1130,72.55,82,1130
2008,Stafford,8.97,42,4684,37.15,174,4684
2008,Stamford,5.96,280,46965,48.44,2275,46965
2008,Sterling,9.03,12,1330,58.66,78,1330
2008,Stonington,5.73,46,8025,39.25,315,8025
2008,Stratford,8.43,169,20056,41.48,832,20056
2008,Suffield,1.78,9,5056,15.23,77,5056
2008,Thomaston,2.28,7,3070,34.86,107,3070
2008,Thompson,6.52,24,3680,55.7,205,3680
2008,Tolland,2.9,15,5167,10.84,56,5167
2008,Torrington,9.84,149,15143,88.29,1337,15143
2008,Trumbull,1.75,22,12562,13.13,165,12562
2008,Union,0,0,324,15.42,5,324
2008,Vernon,11.3,145,12835,66.23,850,12835
2008,Voluntown,6.05,6,992,42.34,42,992
2008,Wallingford,3.66,65,17765,24.77,440,17765
2008,Warren,1.72,1,580,5.17,3,580
2008,Washington,2.68,4,1493,9.38,14,1493
2008,Waterbury,42.87,1832,42733,238.62,10197,42733
2008,Waterford,4.04,32,7912,24.14,191,7912
2008,Watertown,4.91,42,8547,32.29,276,8547
2008,West Hartford,4.62,116,25122,44.9,1128,25122
2008,West Haven,19.09,403,21108,98.92,2088,21108
2008,Westbrook,1.74,5,2879,24.31,70,2879
2008,Weston,0.3,1,3366,1.78,6,3366
2008,Westport,0.73,7,9576,6.58,63,9576
2008,Wethersfield,2.86,32,11206,37.21,417,11206
2008,Willington,4.57,11,2409,23.66,57,2409
2008,Wilton,0.33,2,6122,3.1,19,6122
2008,Winchester,8.25,39,4726,71.52,338,4726
2008,Windham,35.6,313,8793,240.19,2112,8793
2008,Windsor,8.38,93,11102,46.3,514,11102
2008,Windsor Locks,7.16,37,5165,33.1,171,5165
2008,Wolcott,4.08,24,5888,25.3,149,5888
2008,Woodbridge,1.52,5,3289,10.34,34,3289
2008,Woodbury,1.46,6,4114,8.75,36,4114
2008,Woodstock,2.6,8,3072,18.56,57,3072
2009,Andover,0,0,1235,16.2,20,1235
2009,Ansonia,18.38,138,7510,114.78,862,7510
2009,Ashford,2.94,5,1702,38.19,65,1702
2009,Avon,0.72,5,6927,7.07,49,6927
2009,Barkhamsted,4.17,6,1440,15.97,23,1440
2009,Beacon Falls,2.58,6,2327,31.37,73,2327
2009,Berlin,1.43,11,7706,22.84,176,7706
2009,Bethany,1.54,3,1949,9.23,18,1949
2009,Bethel,2.47,17,6895,28.28,195,6895
2009,Bethlehem,2.15,3,1395,19.36,27,1395
2009,Bloomfield,9.66,82,8489,65.85,559,8489
2009,Bolton,5.75,11,1914,18.81,36,1914
2009,Bozrah,6.03,6,995,52.28,52,995
2009,Branford,2.99,38,12719,35.46,451,12719
2009,Bridgeport,34.87,1784,51160,237.1,12130,51160
2009,Bridgewater,0,0,732,2.73,2,732
2009,Bristol,14.95,378,25277,81.7,2065,25277
2009,Brookfield,0.99,6,6073,12.18,74,6073
2009,Brooklyn,10.87,32,2943,85.28,251,2943
2009,Burlington,1.23,4,3246,12.32,40,3246
2009,Canaan,0,0,569,26.35,15,569
2009,Canterbury,7.32,14,1912,52.29,100,1912
2009,Canton,1.22,5,4087,15.17,62,4087
2009,Chaplin,6.57,6,914,64.57,59,914
2009,Cheshire,1.5,15,9972,13.84,138,9972
2009,Chester,1.77,3,1694,16.53,28,1694
2009,Clinton,3.41,18,5286,31.21,165,5286
2009,Colchester,4.28,25,5846,36.44,213,5846
2009,Colebrook,0,0,587,5.11,3,587
2009,Columbia,0.94,2,2125,23.06,49,2125
2009,Connecticut,13.43,18319,1364145,90.24,123095,1364145
2009,Cornwall,0,0,627,20.74,13,627
2009,Coventry,2.96,14,4731,33.4,158,4731
2009,Cromwell,3.33,19,5698,24.92,142,5698
2009,Danbury,7.31,210,28735,66.64,1915,28735
2009,Darien,0.15,1,6687,3.44,23,6687
2009,Deep River,0,0,1928,21.78,42,1928
2009,Derby,13.4,72,5374,80.38,432,5374
2009,Durham,0,0,2577,7.37,19,2577
2009,East Granby,0.98,2,2041,14.21,29,2041
2009,East Haddam,2.82,10,3551,16.05,57,3551
2009,East Hampton,3.42,17,4967,21.95,109,4967
2009,East Hartford,25.75,520,20196,163.3,3298,20196
2009,East Haven,10.08,118,11702,70.5,825,11702
2009,East Lyme,3.8,27,7104,24.07,171,7104
2009,East Windsor,6.83,32,4683,53.39,250,4683
2009,Eastford,0,0,683,27.83,19,683
2009,Easton,0,0,2566,3.9,10,2566
2009,Ellington,1.79,11,6151,22.27,137,6151
2009,Enfield,9.49,159,16756,49.83,835,16756
2009,Essex,0.34,1,2906,11.01,32,2906
2009,Fairfield,1.47,30,20451,14.67,300,20451
2009,Farmington,2.11,22,10419,20.54,214,10419
2009,Franklin,4.14,3,725,26.21,19,725
2009,Glastonbury,2.07,27,13047,20.46,267,13047
2009,Goshen,0.85,1,1179,16.11,19,1179
2009,Granby,1.2,5,4153,9.87,41,4153
2009,Greenwich,1.34,31,23091,13.29,307,23091
2009,Griswold,10.65,49,4601,76.29,351,4601
2009,Groton,10.65,168,15775,59.46,938,15775
2009,Guilford,2.77,24,8659,15.48,134,8659
2009,Haddam,1.58,5,3166,12.32,39,3166
2009,Hamden,9.2,217,23595,52.21,1232,23595
2009,Hampton,4.06,3,740,55.43,41,740
2009,Hartford,67.59,3049,45110,444,20029,45110
2009,Hartland,1.28,1,781,11.53,9,781
2009,Harwinton,0.93,2,2149,15.36,33,2149
2009,Hebron,0.89,3,3358,14,47,3358
2009,Kent,0,0,1236,23.47,29,1236
2009,Killingly,14.31,96,6710,122.95,825,6710
2009,Killingworth,2.04,5,2446,8.18,20,2446
2009,Lebanon,4.19,11,2624,59.83,157,2624
2009,Ledyard,4.29,24,5599,27.68,155,5599
2009,Lisbon,8.51,14,1646,41.93,69,1646
2009,Litchfield,1.45,5,3444,23.23,80,3444
2009,Lyme,0,0,1015,6.9,7,1015
2009,Madison,0.72,5,6925,10.54,73,6925
2009,Manchester,14.79,363,24540,88.88,2181,24540
2009,Mansfield,2.88,16,5557,31.67,176,5557
2009,Marlborough,3.53,8,2263,15.02,34,2263
2009,Meriden,27.35,653,23874,143.33,3422,23874
2009,Middlebury,3.32,9,2713,16.59,45,2713
2009,Middlefield,1.15,2,1732,20.78,36,1732
2009,Middletown,11.96,236,19732,87.62,1729,19732
2009,Milford,3.79,82,21627,32.92,712,21627
2009,Monroe,1.49,10,6710,10.43,70,6710
2009,Montville,7.11,49,6890,51.09,352,6890
2009,Morris,3.15,3,953,24.12,23,953
2009,Naugatuck,10.34,127,12288,83.66,1028,12288
2009,New Britain,38.27,1079,28198,234.63,6616,28198
2009,New Canaan,0.57,4,6991,5.29,37,6991
2009,New Fairfield,2.3,11,4786,15.05,72,4786
2009,New Hartford,0.39,1,2592,13.51,35,2592
2009,New Haven,43.9,2138,48699,285.63,13910,48699
2009,New London,31.78,329,10354,214.03,2216,10354
2009,New Milford,3.98,42,10558,31.92,337,10558
2009,Newington,2.48,31,12496,28.41,355,12496
2009,Newtown,1.61,15,9346,12.2,114,9346
2009,Norfolk,8.38,6,716,20.96,15,716
2009,North Branford,2.59,14,5410,21.26,115,5410
2009,North Canaan,6.45,9,1394,43.75,61,1394
2009,North Haven,2.97,27,9081,28.41,258,9081
2009,North Stonington,1.48,3,2030,20.69,42,2030
2009,Norwalk,8.02,266,33166,49.81,1652,33166
2009,Norwich,24.08,396,16448,163,2681,16448
2009,Old Lyme,1.27,4,3151,14.6,46,3151
2009,Old Saybrook,1.65,7,4241,17.45,74,4241
2009,Orange,0.59,3,5085,10.23,52,5085
2009,Oxford,2.28,10,4388,15.5,68,4388
2009,Plainfield,13.34,76,5698,107.59,613,5698
2009,Plainville,5.82,44,7561,49.47,374,7561
2009,Plymouth,9.02,43,4768,45.72,218,4768
2009,Pomfret,1.28,2,1567,30.63,48,1567
2009,Portland,4.5,17,3779,37.58,142,3779
2009,Preston,4.82,9,1866,38.05,71,1866
2009,Prospect,3.01,10,3323,23.17,77,3323
2009,Putnam,18.1,71,3923,141.46,555,3923
2009,Redding,1.17,4,3415,4.98,17,3415
2009,Ridgefield,0.46,4,8764,6.85,60,8764
2009,Rocky Hill,1.94,16,8232,21.02,173,8232
2009,Roxbury,0,0,927,2.16,2,927
2009,Salem,5.3,8,1508,25.19,38,1508
2009,Salisbury,0,0,1697,12.96,22,1697
2009,Scotland,1.59,1,629,35,22,629
2009,Seymour,5.6,37,6604,44.67,295,6604
2009,Sharon,1.6,2,1250,49.62,62,1250
2009,Shelton,3.22,49,15212,26.23,399,15212
2009,Sherman,0.72,1,1393,6.46,9,1393
2009,Simsbury,1.49,13,8751,11.08,97,8751
2009,Somers,3.35,11,3288,20.99,69,3288
2009,South Windsor,1.83,18,9817,18.13,178,9817
2009,Southbury,1.23,10,8114,10.11,82,8114
2009,Southington,4.09,68,16641,28.9,481,16641
2009,Sprague,15.01,17,1133,92.71,105,1133
2009,Stafford,8.25,39,4726,44.02,208,4726
2009,Stamford,6.26,295,47161,52.71,2486,47161
2009,Sterling,10.32,14,1356,75.2,102,1356
2009,Stonington,6.57,53,8070,46.22,373,8070
2009,Stratford,8.27,166,20075,49.31,990,20075
2009,Suffield,1.96,10,5106,17.43,89,5106
2009,Thomaston,3.89,12,3089,41.76,129,3089
2009,Thompson,7.02,26,3705,66.93,248,3705
2009,Tolland,1.91,10,5239,13.55,71,5239
2009,Torrington,11.32,172,15193,102.48,1557,15193
2009,Trumbull,1.5,19,12644,15.82,200,12644
2009,Union,0,0,329,6.08,2,329
2009,Vernon,12.4,160,12905,73.69,951,12905
2009,Voluntown,3.01,3,997,50.15,50,997
2009,Wallingford,4.19,75,17899,29,519,17899
2009,Warren,1.69,1,591,5.08,3,591
2009,Washington,1.33,2,1502,11.98,18,1502
2009,Waterbury,43.75,1870,42747,269.82,11534,42747
2009,Waterford,4.27,34,7959,30.66,244,7959
2009,Watertown,4.53,39,8609,37.52,323,8609
2009,West Hartford,5.04,127,25190,48.15,1213,25190
2009,West Haven,17.39,367,21110,111.65,2357,21110
2009,Westbrook,1.03,3,2914,28.83,84,2914
2009,Weston,0.3,1,3372,3.85,13,3372
2009,Westport,0.63,6,9574,8.04,77,9574
2009,Wethersfield,2.59,29,11205,43.73,490,11205
2009,Willington,3.73,9,2416,31.04,75,2416
2009,Wilton,0,0,6147,3.58,22,6147
2009,Winchester,10.06,48,4771,82.17,392,4771
2009,Windham,34.13,302,8850,265.32,2348,8850
2009,Windsor,8.69,97,11167,53.19,594,11167
2009,Windsor Locks,7.12,37,5194,39.85,207,5194
2009,Wolcott,4.2,25,5948,29.59,176,5948
2009,Woodbridge,0.91,3,3313,9.36,31,3313
2009,Woodbury,1.68,7,4164,10.81,45,4164
2009,Woodstock,1.29,4,3111,23.78,74,3111
2010,Andover,2.41,3,1244,26.53,33,1244
2010,Ansonia,18.64,140,7510,154.99,1164,7510
2010,Ashford,6.41,11,1716,60.61,104,1716
2010,Avon,1.14,8,7009,11.84,83,7009
2010,Barkhamsted,2.75,4,1452,33.06,48,1452
2010,Beacon Falls,4.24,10,2360,43.64,103,2360
2010,Berlin,1.66,13,7808,34.2,267,7808
2010,Bethany,0.51,1,1971,16.24,32,1971
2010,Bethel,3.6,25,6938,41.94,291,6938
2010,Bethlehem,2.83,4,1411,31.18,44,1411
2010,Bloomfield,9.7,83,8554,96.45,825,8554
2010,Bolton,5.74,11,1915,28.72,55,1915
2010,Bozrah,4.97,5,1007,76.46,77,1007
2010,Branford,3.06,39,12739,50.4,642,12739
2010,Bridgeport,38.59,1978,51255,306.62,15716,51255
2010,Bridgewater,0,0,735,9.52,7,735
2010,Bristol,15.96,404,25320,105.73,2677,25320
2010,Brookfield,1.31,8,6129,20.88,128,6129
2010,Brooklyn,9.37,28,2989,108.4,324,2989
2010,Burlington,1.22,4,3291,16.71,55,3291
2010,Canaan,3.43,2,583,66.9,39,583
2010,Canterbury,7.76,15,1934,70.84,137,1934
2010,Canton,1.45,6,4150,20,83,4150
2010,Chaplin,7.61,7,920,91.3,84,920
2010,Cheshire,1.49,15,10041,21.11,212,10041
2010,Chester,2.33,4,1714,22.17,38,1714
2010,Clinton,3.96,21,5303,45.82,243,5303
2010,Colchester,5.24,31,5915,54.27,321,5915
2010,Colebrook,0,0,589,10.19,6,589
2010,Columbia,1.39,3,2154,36.21,78,2154
2010,Connecticut,14.1,19334,1371087,117.11,160564,1371087
2010,Cornwall,0,0,628,35.03,22,628
2010,Coventry,2.72,13,4783,47.88,229,4783
2010,Cromwell,4.17,24,5752,38.07,219,5752
2010,Danbury,8.89,257,28907,100.81,2914,28907
2010,Darien,0.3,2,6698,7.17,48,6698
2010,Deep River,0.52,1,1940,34.02,66,1940
2010,Derby,14.66,79,5388,111.36,600,5388
2010,Durham,0.38,1,2610,14.94,39,2610
2010,East Granby,1.94,4,2062,26.67,55,2062
2010,East Haddam,1.95,7,3593,21.43,77,3593
2010,East Hampton,4.35,22,5060,35.38,179,5060
2010,East Hartford,26.1,527,20195,209.41,4229,20195
2010,East Haven,11.23,132,11756,98.5,1158,11756
2010,East Lyme,3.62,26,7192,36.85,265,7192
2010,East Windsor,8.63,41,4750,78.11,371,4750
2010,Eastford,1.45,1,690,43.48,30,690
2010,Easton,0,0,2577,6.6,17,2577
2010,Ellington,3.2,20,6257,33.88,212,6257
2010,Enfield,9.23,155,16794,72.76,1222,16794
2010,Essex,0.34,1,2916,20.23,59,2916
2010,Fairfield,1.52,31,20457,22.14,453,20457
2010,Farmington,1.52,16,10522,27.85,293,10522
2010,Franklin,1.37,1,729,45.27,33,729
2010,Glastonbury,2.13,28,13135,29.16,383,13135
2010,Goshen,1.68,2,1192,22.65,27,1192
2010,Granby,2.15,9,4194,17.64,74,4194
2010,Greenwich,1.82,42,23076,20.32,469,23076
2010,Griswold,13.13,61,4646,110.42,513,4646
2010,Groton,12.02,190,15809,83.31,1317,15809
2010,Guilford,3.21,28,8715,21.69,189,8715
2010,Haddam,1.55,5,3218,20.82,67,3218
2010,Hamden,9.57,227,23727,73.97,1755,23727
2010,Hampton,2.68,2,747,77.64,58,747
2010,Hartford,66.57,3004,45124,531.82,23998,45124
2010,Hartland,0,0,789,24.08,19,789
2010,Harwinton,1.84,4,2170,29.49,64,2170
2010,Hebron,1.18,4,3398,21.48,73,3398
2010,Kent,0.8,1,1246,41.73,52,1246
2010,Killingly,15.85,107,6749,163.73,1105,6749
2010,Killingworth,2.02,5,2474,16.17,40,2474
2010,Lebanon,3.4,9,2644,87.75,232,2644
2010,Ledyard,3.9,22,5634,45.08,254,5634
2010,Lisbon,7.84,13,1659,62.09,103,1659
2010,Litchfield,2.89,10,3459,32.09,111,3459
2010,Lyme,0,0,1033,13.55,14,1033
2010,Madison,0.72,5,6971,16.93,118,6971
2010,Manchester,15.03,371,24689,123.54,3050,24689
